250,0.5
250.269,0.490004
250.537,0.480032
250.806,0.470109
251.075,0.46026
251.343,0.450509
251.612,0.440881
251.881,0.431401
252.149,0.422092
252.418,0.41298
252.687,0.404087
252.956,0.395436
253.224,0.387049
253.493,0.378948
253.762,0.371152
254.03,0.363681
254.299,0.356554
254.568,0.349788
254.836,0.343399
255.105,0.337402
255.374,0.33181
255.642,0.326636
255.911,0.321891
256.18,0.317584
256.448,0.313724
256.717,0.310316
256.986,0.307366
257.254,0.304877
257.523,0.302853
257.792,0.301292
258.061,0.300195
258.329,0.299558
258.598,0.299379
258.867,0.29965
259.135,0.300366
259.404,0.301519
259.673,0.303097
259.941,0.305092
260.21,0.307488
260.479,0.310274
260.747,0.313434
261.016,0.316952
261.285,0.320811
261.553,0.324993
261.822,0.329478
262.091,0.334246
262.359,0.339275
262.628,0.344546
262.897,0.350034
263.166,0.355717
263.434,0.361572
263.703,0.367575
263.972,0.373701
264.24,0.379925
264.509,0.386225
264.778,0.392575
265.046,0.39895
265.315,0.405327
265.584,0.411682
265.852,0.41799
266.121,0.42423
266.39,0.430379
266.658,0.436415
266.927,0.442317
267.196,0.448066
267.465,0.453643
267.733,0.459029
268.002,0.464208
268.271,0.469166
268.539,0.473887
268.808,0.478359
269.077,0.482572
269.345,0.486516
269.614,0.490183
269.883,0.493566
270.151,0.496663
270.42,0.499469
270.689,0.998017
270.957,0.995793
271.226,0.993856
271.495,0.992203
271.763,0.990828
272.032,0.989722
272.301,0.988877
272.57,0.988281
272.838,0.987922
273.107,0.987786
273.376,0.987859
273.644,0.988125
273.913,0.988566
274.182,0.989165
274.45,0.989905
274.719,0.990766
274.988,0.99173
275.256,0.99278
275.525,0.993898
275.794,0.995068
276.062,0.996275
276.331,0.997506
276.6,0.998751
276.868,0.5
277.137,0.49875
277.406,0.497503
277.675,0.496261
277.943,0.495023
278.212,0.493791
278.481,0.492564
278.749,0.491343
279.018,0.490126
279.287,0.488911
279.555,0.487699
279.824,0.486488
280.093,0.485276
280.361,0.484061
280.63,0.482844
280.899,0.481621
281.167,0.480393
281.436,0.479158
281.705,0.477916
281.974,0.476666
282.242,0.475407
282.511,0.47414
282.78,0.472864
283.048,0.47158
283.317,0.470289
283.586,0.468991
283.854,0.467687
284.123,0.466379
284.392,0.465068
284.66,0.463756
284.929,0.462445
285.198,0.461137
285.466,0.459835
285.735,0.45854
286.004,0.457256
286.272,0.455986
286.541,0.454732
286.81,0.453497
287.079,0.452285
287.347,0.451098
287.616,0.449941
287.885,0.448815
288.153,0.447725
288.422,0.446674
288.691,0.445666
288.959,0.444702
289.228,0.443787
289.497,0.442924
289.765,0.442115
290.034,0.441364
290.303,0.440674
290.571,0.440047
290.84,0.439485
291.109,0.438993
291.377,0.43857
291.646,0.438221
291.915,0.437946
292.184,0.437748
292.452,0.437629
292.721,0.437589
292.99,0.43763
293.258,0.437753
293.527,0.43796
293.796,0.43825
294.064,0.438624
294.333,0.439083
294.602,0.439627
294.87,0.440256
295.139,0.44097
295.408,0.441768
295.676,0.442649
295.945,0.443614
296.214,0.444661
296.482,0.44579
296.751,0.446998
297.02,0.448286
297.289,0.449651
297.557,0.451091
297.826,0.452607
298.095,0.454195
298.363,0.455853
298.632,0.45758
298.901,0.459374
299.169,0.461232
299.438,0.463153
299.707,0.465133
299.975,0.46717
300.244,0.469262
300.513,0.471406
300.781,0.473599
301.05,0.475838
301.319,0.478121
301.587,0.480443
301.856,0.482802
302.125,0.485193
302.394,0.487614
302.662,0.490059
302.931,0.492526
303.2,0.495008
303.468,0.497501
303.737,0.5
304.006,0.997501
304.274,0.995009
304.543,0.992533
304.812,0.990082
305.08,0.987667
305.349,0.985301
305.618,0.982995
305.886,0.980763
306.155,0.978617
306.424,0.976572
306.693,0.974638
306.961,0.972831
307.23,0.971161
307.499,0.969641
307.767,0.968283
308.036,0.967096
308.305,0.966091
308.573,0.965277
308.842,0.964661
309.111,0.964251
309.379,0.964053
309.648,0.964071
309.917,0.96431
310.185,0.964772
310.454,0.965459
310.723,0.966371
310.991,0.967509
311.26,0.968869
311.529,0.97045
311.798,0.972247
312.066,0.974256
312.335,0.976469
312.604,0.978882
312.872,0.981485
313.141,0.984269
313.41,0.987225
313.678,0.990342
313.947,0.99361
314.216,0.997015
314.484,0.499455
314.753,0.495814
315.022,0.492075
315.29,0.488252
315.559,0.484361
315.828,0.480417
316.096,0.476436
316.365,0.472432
316.634,0.468422
316.903,0.464423
317.171,0.460449
317.44,0.456518
317.709,0.452645
317.977,0.448846
318.246,0.445136
318.515,0.441531
318.783,0.438047
319.052,0.434696
319.321,0.431495
319.589,0.428455
319.858,0.425592
320.127,0.422916
320.395,0.420439
320.664,0.418174
320.933,0.416129
321.202,0.414315
321.47,0.41274
321.739,0.411413
322.008,0.410339
322.276,0.409525
322.545,0.408977
322.814,0.408697
323.082,0.408689
323.351,0.408954
323.62,0.409495
323.888,0.41031
324.157,0.411398
324.426,0.412758
324.694,0.414385
324.963,0.416276
325.232,0.418425
325.5,0.420825
325.769,0.42347
326.038,0.426352
326.307,0.42946
326.575,0.432786
326.844,0.436317
327.113,0.440043
327.381,0.443952
327.65,0.44803
327.919,0.452263
328.187,0.456639
328.456,0.461142
328.725,0.465758
328.993,0.470473
329.262,0.475271
329.531,0.480137
329.799,0.485057
330.068,0.490017
330.337,0.495002
330.605,0.5
330.874,0.995002
331.143,0.990017
331.412,0.985058
331.68,0.980141
331.949,0.975281
332.218,0.970494
332.486,0.965797
332.755,0.961206
333.024,0.956738
333.292,0.95241
333.561,0.948238
333.83,0.944237
334.098,0.940423
334.367,0.936812
334.636,0.933416
334.904,0.930249
335.173,0.927324
335.442,0.924651
335.71,0.922241
335.979,0.920104
336.248,0.918247
336.517,0.916678
336.785,0.915401
337.054,0.914422
337.323,0.913744
337.591,0.913369
337.86,0.913298
338.129,0.91353
338.397,0.914064
338.666,0.914896
338.935,0.916023
339.203,0.917439
339.472,0.919138
339.741,0.921112
340.009,0.923352
340.278,0.925849
340.547,0.928592
340.815,0.931569
341.084,0.934768
341.353,0.938174
341.622,0.941775
341.89,0.945554
342.159,0.949496
342.428,0.953585
342.696,0.957804
342.965,0.962135
343.234,0.966561
343.502,0.971063
343.771,0.975624
344.04,0.980225
344.308,0.984846
344.577,0.98947
344.846,0.994078
345.114,0.998651
345.383,0.496829
345.652,0.492381
345.921,0.488022
346.189,0.483769
346.458,0.47964
346.727,0.475651
346.995,0.471817
347.264,0.468154
347.533,0.464677
347.801,0.461397
348.07,0.458329
348.339,0.455484
348.607,0.452872
348.876,0.450504
349.145,0.448388
349.413,0.446531
349.682,0.44494
349.951,0.44362
350.219,0.442575
350.488,0.441808
350.757,0.441319
351.026,0.441109
351.294,0.441177
351.563,0.441521
351.832,0.442136
352.1,0.443017
352.369,0.444159
352.638,0.445554
352.906,0.447193
353.175,0.449067
353.444,0.451164
353.712,0.453474
353.981,0.455982
354.25,0.458676
354.518,0.461542
354.787,0.464564
355.056,0.467728
355.324,0.471017
355.593,0.474416
355.862,0.477909
356.131,0.48148
356.399,0.485114
356.668,0.488796
356.937,0.492513
357.205,0.496252
357.474,0.5
357.743,0.996252
358.011,0.992514
358.28,0.988802
358.549,0.985132
358.817,0.981523
359.086,0.977995
359.355,0.974571
359.623,0.971273
359.892,0.968125
360.161,0.965151
360.43,0.962373
360.698,0.959816
360.967,0.957501
361.236,0.955451
361.504,0.953685
361.773,0.952222
362.042,0.951081
362.31,0.950277
362.579,0.949824
362.848,0.949736
363.116,0.950022
363.385,0.950692
363.654,0.951752
363.922,0.953206
364.191,0.955058
364.46,0.957306
364.728,0.959951
364.997,0.962987
365.266,0.966409
365.535,0.97021
365.803,0.974378
366.072,0.978904
366.341,0.983773
366.609,0.98897
366.878,0.994478
367.147,0.499722
367.415,0.493649
367.684,0.487325
367.953,0.480774
368.221,0.474017
368.49,0.467082
368.759,0.459994
369.027,0.452779
369.296,0.445465
369.565,0.438082
369.833,0.430656
370.102,0.423218
370.371,0.415797
370.64,0.408422
370.908,0.401123
371.177,0.39393
371.446,0.386871
371.714,0.379976
371.983,0.373273
372.252,0.36679
372.52,0.360555
372.789,0.354593
373.058,0.34893
373.326,0.343591
373.595,0.3386
373.864,0.333979
374.132,0.329748
374.401,0.325929
374.67,0.322538
374.938,0.319593
375.207,0.317109
375.476,0.3151
375.745,0.313578
376.013,0.312553
376.282,0.312034
376.551,0.312026
376.819,0.312536
377.088,0.313565
377.357,0.315115
377.625,0.317185
377.894,0.319772
378.163,0.322872
378.431,0.326477
378.7,0.33058
378.969,0.33517
379.237,0.340234
379.506,0.34576
379.775,0.351732
380.043,0.358132
380.312,0.364941
380.581,0.37214
380.85,0.379707
381.118,0.387619
381.387,0.395852
381.656,0.40438
381.924,0.413179
382.193,0.422221
382.462,0.431478
382.73,0.440924
382.999,0.45053
383.268,0.460269
383.536,0.470112
383.805,0.480033
384.074,0.490004
384.342,0.5
384.611,0.990004
384.88,0.980031
385.148,0.970102
385.417,0.960237
385.686,0.950455
385.955,0.940773
386.223,0.931207
386.492,0.921772
386.761,0.912483
387.029,0.903354
387.298,0.894397
387.567,0.885624
387.835,0.877048
388.104,0.86868
388.373,0.860531
388.641,0.852611
388.91,0.844929
389.179,0.837496
389.447,0.830321
389.716,0.823412
389.985,0.816778
390.254,0.810427
390.522,0.804366
390.791,0.798602
391.06,0.793142
391.328,0.787992
391.597,0.783158
391.866,0.778644
392.134,0.774456
392.403,0.770597
392.672,0.76707
392.94,0.763879
393.209,0.761025
393.478,0.758509
393.746,0.756333
394.015,0.754496
394.284,0.752999
394.552,0.751838
394.821,0.751013
395.09,0.75052
395.359,0.750355
395.627,0.750515
395.896,0.750994
396.165,0.751786
396.433,0.752884
396.702,0.754282
396.971,0.75597
397.239,0.757942
397.508,0.760187
397.777,0.762695
398.045,0.765457
398.314,0.76846
398.583,0.771695
398.851,0.775148
399.12,0.778808
399.389,0.782662
399.658,0.786698
399.926,0.790902
400.195,0.795261
400.464,0.799762
400.732,0.804393
401.001,0.809139
401.27,0.813988
401.538,0.818927
401.807,0.823944
402.076,0.829026
402.344,0.834161
402.613,0.839339
402.882,0.84455
403.15,0.849781
403.419,0.855025
403.688,0.860273
403.956,0.865516
404.225,0.870748
404.494,0.875963
404.763,0.881156
405.031,0.886321
405.3,0.891456
405.569,0.896559
405.837,0.901628
406.106,0.906663
406.375,0.911665
406.643,0.916634
406.912,0.921573
407.181,0.926485
407.449,0.931375
407.718,0.936245
407.987,0.941103
408.255,0.945951
408.524,0.950797
408.793,0.955646
409.061,0.960502
409.33,0.965371
409.599,0.970257
409.868,0.975163
410.136,0.980091
410.405,0.985042
410.674,0.990014
410.942,0.995002
411.211,0.5
411.48,0.495002
411.748,0.490014
412.017,0.485045
412.286,0.480101
412.554,0.475185
412.823,0.4703
413.092,0.465448
413.36,0.46063
413.629,0.455844
413.898,0.451091
414.166,0.446367
414.435,0.441673
414.704,0.437005
414.973,0.432363
415.241,0.427745
415.51,0.42315
415.779,0.418577
416.047,0.414026
416.316,0.409496
416.585,0.404988
416.853,0.400503
417.122,0.396042
417.391,0.391608
417.659,0.387204
417.928,0.382833
418.197,0.378498
418.465,0.374204
418.734,0.369956
419.003,0.365759
419.271,0.36162
419.54,0.357545
419.809,0.353539
420.078,0.349612
420.346,0.345769
420.615,0.342018
420.884,0.338367
421.152,0.334825
421.421,0.331399
421.69,0.328097
421.958,0.324928
422.227,0.3219
422.496,0.31902
422.764,0.316298
423.033,0.313739
423.302,0.311353
423.57,0.309146
423.839,0.307125
424.108,0.305297
424.376,0.303669
424.645,0.302246
424.914,0.301034
425.183,0.300038
425.451,0.299263
425.72,0.298712
425.989,0.298391
426.257,0.298301
426.526,0.298445
426.795,0.298827
427.063,0.299447
427.332,0.300307
427.601,0.301407
427.869,0.302749
428.138,0.30433
428.407,0.306152
428.675,0.308213
428.944,0.31051
429.213,0.313043
429.482,0.315809
429.75,0.318805
430.019,0.322028
430.288,0.325475
430.556,0.329142
430.825,0.333025
431.094,0.33712
431.362,0.341422
431.631,0.345927
431.9,0.350631
432.168,0.355528
432.437,0.360612
432.706,0.36588
432.974,0.371325
433.243,0.376942
433.512,0.382725
433.78,0.388669
434.049,0.394768
434.318,0.401016
434.587,0.407406
434.855,0.413933
435.124,0.42059
435.393,0.427369
435.661,0.434263
435.93,0.441265
436.199,0.448366
436.467,0.455558
436.736,0.462831
437.005,0.470173
